id,type,category,question,choice1,choice2,choice3,choice4,answer,explanation,hint
25,객관식,전기전자·정보통신·AI,3상 유도전동기에서 동기속도보다 실제 회전자 속도가 느려지는 비율은?,슬립,역률,토크리플,전압강하,1,슬립은 동기속도와 회전자 속도의 차이를 동기속도에 대한 비율로 나타낸 것이다.,힌트: 유도전동기는 회전자가 동기속도와 완전히 같지 않습니다.
26,객관식,전기전자·정보통신·AI,논리회로에서 두 입력이 모두 1일 때만 출력이 1이 되는 게이트는?,OR 게이트,AND 게이트,NOT 게이트,XOR 게이트,2,AND 게이트는 모든 입력 조건이 참일 때 출력이 참이 된다.,힌트: 그리고(and)의 의미를 생각하세요.
27,객관식,전기전자·정보통신·AI,암호화와 복호화에 서로 다른 키를 사용하는 암호 방식은?,대칭키 암호 방식,해시 전용 방식,공개키 암호 방식,아날로그 변조 방식,3,공개키 암호 방식은 공개키와 개인키처럼 서로 다른 키를 이용하여 암호화와 복호화를 수행한다.,힌트: RSA가 대표적인 예입니다.
28,객관식,전기전자·정보통신·AI,ASCII 코드만으로 한글과 여러 나라 문자를 충분히 표현하기 어려울 때 사용하는 국제 문자 코드 체계는?,BCD 코드,그레이 코드,패리티 비트,유니코드,4,유니코드는 다양한 언어 문자와 기호를 통합적으로 표현하기 위한 문자 코드 체계이다.,"힌트: UTF-8, UTF-16 같은 인코딩과 관련됩니다."
29,객관식,전기전자·정보통신·AI,"스마트 팩토리에서 설비와 제품, 작업자가 네트워크로 연결되어 데이터를 주고받는 기반 기술은?",사물인터넷,수동 제도,수력 발전,사형 주조,1,사물인터넷은 사물들이 네트워크로 연결되어 데이터를 수집·교환하는 기술로 스마트 팩토리의 핵심 기반이다.,힌트: 사물들이 인터넷으로 연결됩니다.
30,객관식,전기전자·정보통신·AI,한 번에 3비트씩 전송하는 디지털 변조에서 비트율이 2400 bps일 때 보오율은?,1200 baud,800 baud,2400 baud,7200 baud,2,"보오율은 초당 심벌 수이며, 한 심벌이 3비트를 담으면 2400÷3=800 baud이다.",힌트: 보오율 = 비트율 ÷ 심벌당 비트 수입니다.
31,객관식,에너지·수송,급제동 시 바퀴 잠김을 방지하기 위해 제동 유압을 자동 조절하는 자동차 안전 시스템은?,GPS,ECU 맵핑,ABS,터보차저,3,ABS는 Anti-lock Brake System의 약자로 바퀴 잠김을 줄여 조향 안정성과 제동 안전성을 높인다.,힌트: 브레이크 잠김 방지 장치입니다.
32,객관식,에너지·수송,전기자동차 감속 시 모터가 발전기처럼 작동하여 배터리를 충전하는 기술은?,수동 변속,기화기 분사,공회전 제어,회생 제동,4,회생 제동은 감속 때 버려지는 운동에너지를 전기에너지로 회수하여 배터리에 저장한다.,힌트: 브레이크를 밟을 때 에너지를 되돌려 받습니다.
33,객관식,에너지·수송,내연기관과 전기모터를 함께 사용하는 자동차는?,하이브리드 자동차,순수 수소 저장 탱크,증기기관차,호버크래프트,1,하이브리드 자동차는 내연기관과 전기모터를 조합하여 효율과 배출가스 저감을 도모한다.,힌트: 두 가지 구동원을 함께 씁니다.
34,객관식,에너지·수송,외부 전원으로 배터리를 충전할 수 있는 하이브리드 자동차는?,일반 자전거,플러그인 하이브리드 자동차,가솔린 전용 자동차,디젤 기관차,2,플러그인 하이브리드는 충전 플러그를 이용해 외부 전원으로 배터리를 충전할 수 있다.,힌트: plug-in이라는 말이 단서입니다.
35,객관식,에너지·수송,연료전지 자동차에서 수소와 산소의 전기화학 반응으로 주로 생성되는 물질은?,일산화탄소,염소,물,질소산화물만,3,수소 연료전지는 수소와 산소의 반응으로 전기에너지를 만들고 부산물로 물을 배출한다.,힌트: 배출물의 핵심은 물입니다.
36,객관식,에너지·수송,원자력 발전에서 무거운 원자핵을 쪼개 에너지를 얻는 현상은?,핵융합,광합성,전기분해,핵분열,4,핵분열은 우라늄 등의 무거운 원자핵이 중성자와 반응해 쪼개지며 에너지를 방출하는 현상이다.,힌트: 무거운 핵이 갈라집니다.
37,객관식,에너지·수송,해양 표면의 바람에 의해 발생한 파도의 운동·위치 에너지를 이용하는 발전은?,파력 발전,조력 발전,지열 발전,화력 발전,1,"파력 발전은 파도의 상하운동, 진동수주, 월파 등 파랑 에너지를 전기에너지로 바꾸는 방식이다.",힌트: 파도의 힘을 이용합니다.
38,객관식,에너지·수송,조석 간만의 차를 이용하여 물의 위치에너지를 전기로 바꾸는 발전 방식은?,파력 발전,조력 발전,태양광 발전,풍력 발전,2,조력 발전은 밀물과 썰물에 따른 수위 차를 이용해 터빈을 돌려 전기를 생산한다.,힌트: 밀물과 썰물의 수위 차가 핵심입니다.
39,객관식,에너지·수송,열을 낮은 온도에서 높은 온도로 강제로 이동시켜 냉난방에 활용할 수 있는 장치는?,다이오드,기어박스,히트펌프,제너레이터만,3,히트펌프는 외부 에너지를 이용하여 열을 저온부에서 고온부로 이동시키는 장치이다.,힌트: 열을 펌프처럼 이동시킵니다.
40,객관식,에너지·수송,초전도 자기부상열차에서 초전도 현상의 핵심 조건으로 가장 적절한 것은?,높은 온도에서 마찰력이 무한대가 된다,금속이 항상 플라스틱으로 변한다,전압이 존재하면 전류가 절대 흐르지 않는다,매우 낮은 온도에서 전기저항이 거의 0이 된다,4,초전도는 특정 임계온도 이하에서 전기저항이 거의 0이 되는 현상으로 자기부상 기술 등에 응용된다.,힌트: 초전도는 저항 0에 가까운 상태입니다.
41,객관식,건설·구조·환경,건물과 기초 사이에 분리장치와 감쇠장치를 두어 지진 진동 전달을 줄이는 구조는?,면진 구조,내화 구조,조적 구조,무근 구조,1,면진 구조는 건물과 지반 사이의 진동 전달을 줄여 지진 피해를 완화하는 방식이다.,힌트: 건물과 땅 사이를 분리해 흔들림을 줄입니다.
42,객관식,건설·구조·환경,"건물 내부에 전단벽, 가새, 철근량 증가 등을 통해 구조 자체의 지진 저항성을 높이는 것은?",면진 구조,내진 구조,차음 구조,방수 구조,2,내진 구조는 구조체 자체가 지진하중에 견딜 수 있도록 설계하는 방식이다.,힌트: 건물 자체를 튼튼하게 만드는 방식입니다.
43,객관식,건설·구조·환경,건설 구조물에서 기둥이나 벽 아래에 설치되어 하중을 지반에 전달하는 부분은?,창호,마감재,기초,난간,3,기초는 상부 구조물의 하중을 지반에 안전하게 전달하는 건설 구조물의 하부 요소이다.,힌트: 건물 하중을 땅으로 전달합니다.
44,객관식,건설·구조·환경,도심지 깊은 지하 구조물을 시공할 때 지상층과 지하층 공사를 병행할 수 있는 공법은?,전통 흙벽 공법,목구조 공법,건식 벽체 공법,역타 공법,4,역타 공법은 흙막이와 기둥 등을 먼저 설치한 뒤 지상과 지하 공사를 병행할 수 있어 도심지 공사에 활용된다.,힌트: 위와 아래 공사를 함께 진행하는 방식입니다.
45,객관식,건설·구조·환경,땅속에 철근콘크리트 연속 벽체를 형성하여 흙막이벽으로 사용하는 공법은?,지하연속벽 공법,벽돌쌓기 공법,목재 거푸집 공법,타일 붙이기 공법,1,지하연속벽은 굴착 전에 지중에 연속된 철근콘크리트 벽을 만들어 흙막이와 구조벽으로 활용한다.,힌트: 땅속에 연속된 벽을 먼저 만듭니다.
46,객관식,건설·구조·환경,터널 전면의 회전 커터로 굴착하고 세그먼트를 조립하며 밀폐형 시공에 쓰이는 공법은?,개착 공법,쉴드 TBM 공법,목조 트러스 공법,수작업 채석 공법,2,쉴드 TBM 공법은 원형 굴진기와 세그먼트 라이닝을 이용해 터널을 굴착하는 밀폐형 공법이다.,힌트: 대형 원통형 굴진기를 떠올리세요.
47,객관식,건설·구조·환경,흙의 함수비를 계산할 때 기준이 되는 것은?,젖은 토양 질량에 대한 용기 질량 비율,물의 부피에 대한 공기 부피 비율,건조 토양 질량에 대한 물의 질량 비율,시료 색에 대한 모래 색 비율,3,함수비는 흙 속 물의 질량을 건조 토양 질량으로 나누어 백분율로 나타낸 값이다.,힌트: 건조 흙 무게를 기준으로 물의 양을 봅니다.
48,객관식,건설·구조·환경,지반 조사에서 표준관입시험의 N값은 일반적으로 무엇을 의미하는가?,건물 층수,콘크리트 압축강도,철근의 지름,샘플러를 30 cm 관입시키는 데 필요한 타격 횟수,4,"표준관입시험은 해머 타격으로 샘플러를 관입시키며, N값은 지반의 상대적 강도를 판단하는 데 활용된다.",힌트: 30 cm 관입에 필요한 타격 횟수입니다.
49,객관식,건설·구조·환경,생활 환경 문제를 지역 조건에 맞게 해결하여 소외된 사람의 삶의 질 개선에 도움을 주는 기술은?,적정기술,초고가 독점기술,군사용 폐쇄기술,일회용 소비기술,1,적정기술은 지역의 사회·문화·환경 조건을 고려하여 실제 생활 문제를 해결하는 기술이다.,"힌트: 라이프 스트로우, 큐 드럼 같은 사례를 떠올리세요."
50,객관식,건설·구조·환경,현재 세대와 미래 세대의 필요를 함께 고려하여 자원과 환경을 보전하려는 기술 활용 관점은?,무한 소비,지속가능한 발전,일회용 중심 개발,자원 고갈 촉진,2,"지속가능한 발전은 환경 보전, 사회적 책임, 경제적 필요를 함께 고려하여 미래 세대의 가능성을 해치지 않는 발전을 지향한다.",힌트: 미래 세대까지 고려하는 관점입니다.
51,객관식,생명기술·지식재산·발명,DNA의 특정 부위에 위치하며 단백질 생산 정보와 형질 정보를 담는 기능적 단위는?,리보솜,세포벽,유전자,백신,3,"유전자는 DNA의 특정 염기서열로, 생명 현상 유지와 형질 발현에 필요한 정보를 담는다.",힌트: DNA 안의 정보 단위입니다.
52,객관식,생명기술·지식재산·발명,DNA 절편을 크기에 따라 분리하여 띠 모양 패턴으로 확인하는 기술과 관련 깊은 것은?,금속 열처리,나사산 가공,정투상도 작성,DNA 지문 분석,4,DNA 지문 분석은 개인마다 다른 DNA 반복 서열의 차이를 전기영동 등으로 확인하는 기법이다.,힌트: 바코드처럼 보이는 DNA 패턴입니다.
53,객관식,생명기술·지식재산·발명,여러 종류의 세포로 분화할 수 있는 미분화 세포는?,줄기세포,적혈구만,뉴런만,상피세포만,1,줄기세포는 자기복제 능력과 다양한 세포로 분화할 수 있는 능력을 가진 미분화 세포이다.,힌트: 아직 특정 세포로 완전히 정해지지 않은 세포입니다.
54,객관식,생명기술·지식재산·발명,동물의 장기를 인간에게 이식하는 기술은?,자가 이식,이종 이식,동종 이식,조직 배양만,2,이종 이식은 서로 다른 종 사이에서 장기나 조직을 이식하는 것을 말한다.,힌트: 돼지 장기 이식 연구가 대표 사례입니다.
55,객관식,생명기술·지식재산·발명,유기성 폐기물을 산소가 없는 상태에서 미생물로 분해해 메탄을 얻는 과정은?,광섬유 통신,전기도금,혐기성 소화,열처리,3,혐기성 소화는 산소가 없는 조건에서 유기물을 분해하여 메탄을 포함한 바이오가스를 생성한다.,힌트: 공기를 차단한 상태에서 분해합니다.
56,객관식,생명기술·지식재산·발명,당을 효모나 미생물로 에탄올로 전환하여 바이오에탄올을 만드는 과정은?,압연,정류,노킹,발효,4,발효는 미생물이 당을 분해하여 에탄올 등 유용 물질을 생성하는 생화학적 변환 과정이다.,힌트: 효모와 당이 단서입니다.
57,객관식,생명기술·지식재산·발명,창의발명실에서 3D 프린터나 레이저 조각기 사용 시 유해물질 정보를 확인하기 위해 비치해야 할 자료는?,물질안전보건자료,성적표,출석부,제품 가격표,1,"물질안전보건자료는 화학물질의 유해성, 취급 방법, 보호구, 응급조치 등을 제공하는 안전 자료이다.",힌트: MSDS를 떠올리세요.
58,객관식,생명기술·지식재산·발명,특허권의 보호 대상에 가장 가까운 것은?,단순한 자연 현상 자체,산업상 이용 가능한 새로운 기술적 발명,이미 공개된 보편적 상식,개인의 단순 취향,2,"특허는 신규성, 진보성, 산업상 이용 가능성을 갖춘 기술적 발명을 보호한다.",힌트: 새롭고 진보된 기술적 아이디어가 핵심입니다.
59,객관식,생명기술·지식재산·발명,상표권의 주된 기능으로 가장 적절한 것은?,전기 저항을 0으로 만든다,원자핵을 분열시킨다,상품이나 서비스의 출처를 식별하게 한다,도면의 중심선을 표시한다,3,상표는 상품이나 서비스의 출처를 표시하고 다른 상품과 구별하게 하는 표지이다.,힌트: 브랜드 이름이나 로고를 떠올리세요.
60,객관식,생명기술·지식재산·발명,브레인스토밍에서 아이디어를 낼 때 지켜야 할 원칙으로 적절하지 않은 것은?,자유로운 발상을 허용한다,많은 아이디어를 내도록 한다,아이디어 결합과 개선을 장려한다,처음부터 비판과 평가를 강하게 한다,4,브레인스토밍은 비판을 유보하고 자유분방하게 많은 아이디어를 낸 뒤 결합·개선하는 원칙을 중시한다.,힌트: 문제는 적절하지 않은 것을 묻고 있습니다.
